,bought,buy_price,stop_loss,sold,sell_price,stoped
939,2020-10-30 12:06:00+00:00,13329.69238366582,13097.07047660785,2020-11-03 13:30:00+00:00,13690.821029734401,False
940,2020-11-04 00:44:00+00:00,13933.504924207966,13794.11670465946,2020-11-04 02:36:00+00:00,13794.11670465946,True
941,2020-11-04 12:06:00+00:00,13705.652228213661,13502.618277513156,2020-11-05 12:39:00+00:00,14825.069671058303,False
942,2020-11-06 00:06:00+00:00,15503.136150348553,15124.975544508065,2020-11-07 16:25:00+00:00,15124.975544508065,True
943,2020-11-08 00:11:00+00:00,14729.373823387232,14336.831055649742,2020-11-08 12:21:00+00:00,15273.988986628,False
944,2020-11-09 00:06:00+00:00,15473.870616160035,15245.357463454997,2020-11-09 08:20:00+00:00,15245.357463454997,True
945,2020-11-09 12:11:00+00:00,15495.660975084573,15267.558327504443,2020-11-09 14:12:00+00:00,15267.558327504443,True
946,2020-11-10 00:09:00+00:00,15284.714776158911,14960.480428689903,2020-11-11 00:49:00+00:00,15464.477353055656,False
947,2020-11-11 12:08:00+00:00,15539.472236435548,15373.164403909952,2020-11-13 00:49:00+00:00,16440.82597359045,False
948,2020-11-13 14:23:00+00:00,16226.440191447677,15996.660819799916,2020-11-13 16:22:00+00:00,15996.660819799916,True
949,2020-11-14 00:06:00+00:00,16308.857750778487,16120.070634019818,2020-11-14 04:13:00+00:00,16120.070634019818,True
950,2020-11-14 12:07:00+00:00,15865.117710561963,15635.608556861167,2020-11-24 12:37:00+00:00,19224.59831476459,False
951,2020-11-25 00:22:00+00:00,19103.959788928176,18764.5107646844,2020-11-25 03:57:00+00:00,18764.5107646844,True
952,2020-11-25 12:06:00+00:00,19268.228120740496,18985.218969152535,2020-11-25 16:25:00+00:00,18985.218969152535,True
953,2020-11-26 00:06:00+00:00,18684.523495803864,18334.979798839486,2020-11-26 03:00:00+00:00,18334.979798839486,True
954,2020-11-26 14:06:00+00:00,16914.080403146283,16161.239232636693,2020-11-27 01:02:00+00:00,17456.147805681023,False
955,2020-11-27 14:06:00+00:00,16887.92720408755,16400.11455030709,2020-11-28 13:37:00+00:00,17294.488394775493,False
